time_s,x_m,y_m,z_m,qx,qy,qz,qw,frame_id,child_frame_id
1786134718.929252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,odom_lidar,unilidar_lidar
1786134719.042912,-0.0314513738089694,0.08158773643238851,-0.006794711944575367,0.0038840147481673352,0.002893151793174385,0.017068370002546348,0.9998425950356356,odom_lidar,unilidar_lidar
1786134719.1655319,-0.04732858862974153,0.24476189805886184,-0.05308652862940893,0.00925538040085758,0.006750571296047916,0.017926391538966347,0.9997736804933426,odom_lidar,unilidar_lidar
1786134719.2958076,-0.0591876562660801,0.12438661052869165,-0.03282509404972793,0.003820654642743452,0.0018289256032432125,0.0014600034440025481,0.99998996295922,odom_lidar,unilidar_lidar
1786134719.4360738,-0.04578628220725458,0.08540964819762951,-0.03425945158980856,-0.0004853019742755045,-0.001990062348758814,0.00768600434387667,0.999968364235123,odom_lidar,unilidar_lidar
1786134719.5815513,-0.01085008114128138,-0.04281352548544568,-0.005669028940021501,-0.0014611688182417143,-0.0024221351918422324,-0.006042668033997986,0.9999777419572038,odom_lidar,unilidar_lidar
1786134719.7082691,0.06314160382238847,-0.0017022336057101461,0.006530330866052245,-0.008249614082635196,-0.005204815094851296,-0.0029060139781891055,0.9999482030835771,odom_lidar,unilidar_lidar
1786134719.8320296,-0.035419900977713525,0.09650462565238951,0.006129613872744678,0.0013483413144890545,-0.0016251865124718976,0.011565957322902434,0.9999308822992239,odom_lidar,unilidar_lidar
1786134719.9538498,-0.10258885741746102,0.13472790421571273,-0.0403627280613606,0.005950414556210893,0.00739875333925412,0.018958214183345232,0.9997751932962793,odom_lidar,unilidar_lidar
1786134720.076849,-0.05754059581379237,0.11427939474962402,-0.032469771585499296,0.009428931799294674,0.006478136940776838,0.023924744829810402,0.9996483059415093,odom_lidar,unilidar_lidar
1786134720.215191,-0.07278987893961449,0.15998231360871978,-0.009730662664865553,0.006044893370905069,-0.0021803950098850957,0.025374939774861934,0.9996573500820957,odom_lidar,unilidar_lidar
1786134720.3430655,-0.05577974724093002,0.13178631295092819,-0.023897203276660058,-0.0034905246230526204,-0.00035446762899032355,0.024843839001441714,0.9996851875736814,odom_lidar,unilidar_lidar
1786134720.4768314,-0.05795853978684799,0.11077784198447188,-0.03799349246798105,-0.006176723485279709,0.004921316144906322,0.01152332506491086,0.9999024160956093,odom_lidar,unilidar_lidar
1786134720.6074512,0.020291869969565758,0.11349842507721504,0.014683063376328256,0.00130859947374373,0.001335146134297147,-0.0021563282677612033,0.9999959275920174,odom_lidar,unilidar_lidar
1786134720.7532485,0.013882908157317991,0.09379872271314832,0.01640842142049885,0.006759100844200808,-0.0018317070113113554,-0.0018357949905872765,0.9999737942876079,odom_lidar,unilidar_lidar
1786134720.8795662,-0.043564746621854146,0.08046721083431935,-0.011485589837148116,0.00555600647531844,0.0006772057561531189,0.011681844858043224,0.9999160998229415,odom_lidar,unilidar_lidar
1786134721.0102804,-0.060053009275677714,0.045951822063192274,-0.04017360835095051,0.00180498696808468,0.005543803995896443,0.02709132882885523,0.9996159603375623,odom_lidar,unilidar_lidar
1786134721.14572,-0.014251348994152167,0.11227543327178424,-0.028390756115217075,0.0037411212908354846,0.0018141791423704138,0.02274660528129121,0.9997326166099133,odom_lidar,unilidar_lidar
1786134721.2574282,0.0555991702431761,0.09686760518876537,-0.0011625920995255064,0.0072620916353188635,-0.0008059188660932211,0.010675413667830303,0.9999163205303144,odom_lidar,unilidar_lidar
1786134721.3936806,0.027632488019013468,0.054107094272595385,-0.004760699628744747,0.00608233067543341,-0.000990099987771123,-0.003964279101866172,0.9999731543630417,odom_lidar,unilidar_lidar
1786134721.5420706,-0.029966216394023724,0.013218767675446512,-0.011815007583181238,0.0003989190136322776,0.0007757022504199535,0.0007682526510966512,0.9999993244685235,odom_lidar,unilidar_lidar
1786134721.6699474,-0.04932885052321563,0.010517637159098602,0.00393991883263382,-0.0008868653585495513,-0.0020889860282860885,0.007570188323015868,0.9999687704403392,odom_lidar,unilidar_lidar
1786134721.8015282,0.006814684452415884,0.06536009788423378,-0.011708326525181532,0.0012003566749654675,0.0004245948150183518,0.0018417874721185256,0.9999974933378601,odom_lidar,unilidar_lidar
