time_s,x_m,y_m,z_m,qx,qy,qz,qw,frame_id,child_frame_id
1786133634.813496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,odom_lidar,unilidar_lidar
1786133634.9466321,-0.03295938610313231,0.05139424769566686,0.015394811448565039,-0.013465372287428617,0.014855266173792521,0.004804164991001074,0.9997874398164872,odom_lidar,unilidar_lidar
1786133635.0664935,-0.013713440153065838,0.1325445874303767,0.018935033055680922,-0.011959563407206802,0.01826145436931025,0.0015273338031114303,0.9997605490210546,odom_lidar,unilidar_lidar
1786133635.1869428,-0.033425806847964985,0.11367483965999978,-0.015628644537581397,-0.0265828045562797,0.019831744450720473,9.028006989440425e-05,0.9994498728117748,odom_lidar,unilidar_lidar
1786133635.3111053,-0.008145300720673258,0.08951182751428158,-0.031258018854457725,-0.014204057652709089,0.013705460557647525,0.0001754778289362616,0.999805168172596,odom_lidar,unilidar_lidar
1786133635.4367797,0.041226516982709446,-0.013186101462960259,-0.016002954389057678,-0.004612082620051134,-0.002761944187354227,0.009035104193412254,0.9999447320979425,odom_lidar,unilidar_lidar
1786133635.5696983,-0.007716117847478152,-0.09214986893445574,-0.024282500029906146,-0.01778907160837426,-0.007292973739623338,0.057179288268427775,0.9981787868205082,odom_lidar,unilidar_lidar
1786133635.7113304,0.06648746431561506,-0.12154202991657766,-0.04240968261538444,-0.02276809242232456,-0.007402432586607578,0.07261648709926276,0.9970725468894487,odom_lidar,unilidar_lidar
1786133635.8393235,-0.02908500079319365,-0.02922850600491808,-0.08964644615684271,-0.015268537824350297,-0.001125849064508035,0.056692447221105925,0.9982742962956986,odom_lidar,unilidar_lidar
1786133635.961596,-0.042773630942758115,0.05998612210125927,-0.06761939959119331,-0.01218967642508573,0.011762200913478111,0.030931990813564642,0.9993779437042988,odom_lidar,unilidar_lidar
1786133636.0896823,0.056843272577837695,-0.0020210297214946493,-0.0668352438842042,-0.024500008024754005,0.011550413239354464,0.016860026373625478,0.9994909089488849,odom_lidar,unilidar_lidar
1786133636.2094128,0.16258396832761088,-0.11194349796127759,-0.04104190097378656,-0.026086164581602258,0.0007849120895533586,0.06722919293715761,0.9973961758235549,odom_lidar,unilidar_lidar
1786133636.333609,0.3383710234179862,-0.10350436529579712,-0.048345953727833645,0.011705668973749066,-0.03530331464266125,0.09884777318668483,0.9944072460642833,odom_lidar,unilidar_lidar
1786133636.4574785,0.3134040122190093,-0.06974544017328718,-0.08584939979913232,0.012398179473291762,-0.022380599788417187,0.0929586389704945,0.9953411904164381,odom_lidar,unilidar_lidar
1786133636.5888276,0.17112972605434024,-0.038934052868073776,-0.10568936111566771,-0.005655367842576535,0.011992544672122848,0.060566220306611414,0.9980761136529736,odom_lidar,unilidar_lidar
1786133636.7222624,0.04337611355216794,-0.09119072384195423,-0.09358649270658762,-0.03770439014632786,0.0329475086448171,0.04211959382494686,0.9978570942042828,odom_lidar,unilidar_lidar
1786133636.8443267,0.09817580087579406,-0.054093461899518275,-0.11874175746748925,-0.050345536486338105,0.024575914327554037,0.030416513645977198,0.9979660250171304,odom_lidar,unilidar_lidar
1786133636.9694295,0.13801632716290071,-0.06305494649882516,-0.08289551547030491,-0.028446215517892327,-0.006033226380616128,0.04375272556014665,0.9986191025652416,odom_lidar,unilidar_lidar
1786133637.101354,0.10103233426437426,-0.0641575770484981,-0.07473519079506104,6.20809449062131e-05,-0.0242420988836879,0.08616037257598803,0.9959862985931266,odom_lidar,unilidar_lidar
1786133637.2301195,0.17590276986821585,-0.059144849648297124,-0.012435143577204072,0.009359405078665287,-0.01134988628685857,0.08688605752398107,0.9961096298228366,odom_lidar,unilidar_lidar
1786133637.3577378,0.16229985191283613,-0.0758681946770913,-0.03994870515733523,-0.00890046423809025,0.010590346959134094,0.06568009437145339,0.9977448328560709,odom_lidar,unilidar_lidar
1786133637.4967024,0.15339113000312776,-0.05918638892963204,-0.04634386202600543,-0.026205250707207747,0.030969143235078916,0.04189352945438736,0.998298116392349,odom_lidar,unilidar_lidar
1786133637.6256166,0.2245350996286427,-0.054366463265311346,-0.05520082231788395,-0.032364324434716166,0.019263233165032177,0.032019693090134936,0.9987773613805669,odom_lidar,unilidar_lidar
1786133637.7685874,0.19225771021832944,-0.02281389572763264,-0.021779772460972006,-0.024704767150201538,0.0032991061367056455,0.061766142954060334,0.9977794014527118,odom_lidar,unilidar_lidar
1786133637.9064348,0.06734577022284903,-0.040301538962075965,-0.05030851549303966,-0.014847309853929258,-0.00021108663713351314,0.07940110291534465,0.9967321494204749,odom_lidar,unilidar_lidar
1786133638.0299065,0.040130440367632136,-0.11424695507741893,-0.06612803662330514,-0.008170974512373383,0.0021708575700887557,0.07918899412098238,0.9968237686587513,odom_lidar,unilidar_lidar
1786133638.1746123,0.15306960124086455,-0.13695380633353837,-0.014091858472539673,-0.0028553010921723147,-0.011428844324908623,0.08050788247105403,0.996684358075864,odom_lidar,unilidar_lidar
1786133638.3022969,0.3123911377786893,-0.09776162138380118,0.0003816078984725177,-0.005267895859969308,-0.005824072714508701,0.07580314542630867,0.9970918777092224,odom_lidar,unilidar_lidar
1786133638.4440763,0.2857414477741207,-0.023225624561897577,-0.005814610943483684,-0.016200290939364818,0.01675585797803968,0.07421039388635135,0.9969702148189445,odom_lidar,unilidar_lidar
1786133638.5916302,0.12586767116982306,-0.0390558127520996,-0.04570446527667112,-0.016379004876569035,0.011802943662901733,0.09693728856468578,0.9950857153059081,odom_lidar,unilidar_lidar
1786133638.7392547,0.12547556217201453,-0.04310551519280057,-0.10244548407790999,-0.010137958974084824,0.001223424492219574,0.10017550817195044,0.9949173797772572,odom_lidar,unilidar_lidar
1786133638.8748538,0.14395465715513164,-0.09215872811461517,-0.08953788499092277,-0.02048858024284947,0.008481201465878722,0.08191604617110951,0.9963925173750655,odom_lidar,unilidar_lidar
1786133639.0084872,0.1313318230803451,-0.12981635880247736,-0.03714319599033766,-0.012758014252876065,0.00943923640892156,0.07812818437628447,0.9968169945854682,odom_lidar,unilidar_lidar
1786133639.1357896,0.16458434376201792,-0.12875693987273057,-0.020429465297498957,-0.007767926954496723,0.002530782013878837,0.09591512490749945,0.9953559882108545,odom_lidar,unilidar_lidar
1786133639.2593205,0.11672624371939194,-0.0858905425765074,-0.017695713703993178,-0.006718898991960844,-2.694957344808357e-05,0.09390034074817637,0.9955589292841648,odom_lidar,unilidar_lidar
1786133639.386332,0.14831260341964,-0.056974361467497674,-0.05166447746891345,-0.012161938501565538,0.009649244698293645,0.06978140276106581,0.9974414946037359,odom_lidar,unilidar_lidar
1786133639.522373,0.21388884607746603,-0.03604092086888823,-0.07627730387781773,-0.009353046397970771,0.008172975070007018,0.039048218657114886,0.9991601271174149,odom_lidar,unilidar_lidar
1786133639.6502147,0.13681779509129288,-0.006058203861987843,-0.087598331727764,-0.012968862697179636,0.0001293168231600315,0.04948723740288327,0.998690545270021,odom_lidar,unilidar_lidar
1786133639.7837903,0.05889634581673532,-0.03543994443225833,-0.07954512824855468,-0.018454658742981925,0.00031666902955707,0.046246919722326224,0.9987595044391832,odom_lidar,unilidar_lidar
1786133639.9092941,0.053355941513855934,-0.08651640036933493,-0.034362847218820484,-0.022642772327992854,0.008653114748584418,0.03852019667750869,0.9989637745756234,odom_lidar,unilidar_lidar
1786133640.0476594,0.15989015545328703,-0.1034315098602909,-0.046016284306316685,-0.00705368440777761,0.005623072813311311,0.04740890495452329,0.9988348323518883,odom_lidar,unilidar_lidar
1786133640.172756,0.21859750574014897,-0.12059552346712882,-0.05981212615763558,-0.0018820342103508486,-0.0010621617965602922,0.0684728794945697,0.9976506375145917,odom_lidar,unilidar_lidar
1786133640.2944484,0.23089328340901089,-0.15537927039755056,-0.012221658572743113,-0.010993419797237364,0.006437666846476645,0.07329443542117926,0.9972289741594085,odom_lidar,unilidar_lidar
1786133640.4289417,0.21394954361028218,-0.0738113960804373,-0.011062829706840076,-0.01118184264512346,0.007355791947981418,0.0617393317956024,0.998002561935244,odom_lidar,unilidar_lidar
1786133640.5695252,0.15679899125858004,-0.014029159097404964,-0.034789101046189964,-0.010288992808877033,0.007608511114228787,0.05675393955457475,0.9983061842594382,odom_lidar,unilidar_lidar
1786133640.707614,0.12075609098687075,-0.028477606135625555,-0.039619451677309334,-0.0107615960429289,0.007028892471133734,0.043378882933697425,0.9989760033337451,odom_lidar,unilidar_lidar
1786133640.8414762,0.13413830460982473,-0.03989381187274557,-0.06657816666295881,-0.014130247286163557,0.006281070433212235,0.027093947673204652,0.9995132826857914,odom_lidar,unilidar_lidar
1786133640.9580097,0.1290385826069079,-0.06912863745359668,-0.04183094461372905,-0.013154519596305113,0.005340387124781007,0.031416914807011746,0.999405531475365,odom_lidar,unilidar_lidar
1786133641.0733376,0.1220943095027823,-0.04309611845220286,-0.014191391937121631,-0.004617298312914196,-0.005065232663644863,0.04679572270996082,0.9988809660366972,odom_lidar,unilidar_lidar
1786133641.2010834,0.15723037374975307,-0.07233169899128326,-0.02385345627300267,-0.011735522443190654,-0.0013765423845647595,0.05792690437504313,0.998250898518791,odom_lidar,unilidar_lidar
1786133641.3195646,0.18812906115589165,-0.09428041457483005,-0.05750449945664781,-0.01373563160316974,0.006865491202330793,0.04745072346566708,0.9987555388069682,odom_lidar,unilidar_lidar
1786133641.46368,0.2405911555631213,-0.08411607554816902,-0.06665026915017785,-0.004994005533935917,0.003164048652786597,0.03217142860923522,0.9994648807667484,odom_lidar,unilidar_lidar
1786133641.6052034,0.3123911548636755,-0.032266290647094444,0.024569874490916327,0.0011265718117079507,0.001500103261345601,0.012703797654906222,0.9999175436261241,odom_lidar,unilidar_lidar
